P.Uniprot,P.Symbol,Description,Count,CTL1,CTL2,CTL3,CTL4,CTL5,CTL6,CTL7,CTL8,CTL9,CTL10,AD1,AD2,AD3,AD4,AD5,AD6,AD7,AD8,AD9,AD10,PD1,PD2,PD3,PD4,PD5,PD6,PD7,PD8,PD9,PD10,AD.pval,PD.pval,CT.mean,AD.mean,PD.mean
K7ELC2,RPS15,40S ribosomal protein S15 OS=Homo sapiens RPS15 PE=1 SV=1,10,1.05124451,1.151130633,1.055037594,1.047218045,1.074489796,1.092857143,1.00775487,1.162473993,1.074988774,1.099236641,0.714494876,0.797136815,0.903458647,0.754887218,0.893877551,1.119387755,0.892566673,0.867788916,0.875617423,1.57700943,1.123800228,0.936066374,1.047218045,1.041203008,0.962244898,1.160204082,0.965954227,1.081709854,0.795689268,0.925909295,0.09348112,0.05217418,1.0816432,0.93962253,1.003999928
P62244,RPS15A,40S ribosomal protein S15a OS=Homo sapiens RPS15A PE=1 SV=2,10,0.901515152,1.116477273,0.961165049,0.95631068,1.554697555,1.011583012,1.067873303,1.160382102,0.945355191,0.595628415,0.965909091,1.015151515,0.922330097,0.888349515,2.19047619,0.875160875,1.022624434,1.243841126,0.207650273,0.595628415,0.919981061,0.971590909,1.310679612,0.970873786,1.150579151,0.965250965,1.03670186,1.103066868,0.754098361,0.62295082,0.848345181,0.640497258,1.027098773,0.992712153,0.980577339
P62249,RPS16,40S ribosomal protein S16 OS=Homo sapiens RPS16 PE=1 SV=2,10,0.95112472,1.134730892,0.985020971,1.008687837,1.194678946,1.037093886,1.020654492,1.023047708,1.016151109,1.095537914,0.940643034,0.927923684,0.822648292,0.830736968,1.134305449,1.169096956,0.93356225,0.967275376,0.989323843,0.810840405,0.900718408,0.931103521,0.926602756,0.993708808,0.840112561,1.10514198,0.979033349,1.055200042,0.871612373,1.039145907,0.051584498,0.032568925,1.046672847,0.952635626,0.964237971
P0CW22,RPS17L,40S ribosomal protein S17-like OS=Homo sapiens RPS17L PE=1 SV=1,10,1.055198521,1.103266133,1.047697032,1.0419652,1.098969996,0.987908643,1.051350233,0.966849849,1.022922636,1.111031519,0.784928251,0.979839775,0.933060389,0.892528147,0.97044335,0.969099866,0.957513443,1.087041305,1.082378223,0.767908309,0.977022625,0.814332248,1.061207779,0.931013306,0.854903717,1.063591581,0.970513502,1.01955918,0.872492837,0.893266476,0.009848752,0.004167883,1.048715976,0.942474106,0.945790325
P62269,RPS18,40S ribosomal protein S18 OS=Homo sapiens RPS18 PE=1 SV=3,10,1.082651601,1.035768003,1.072103431,0.998508205,1.201039861,1.079722704,0.961149851,1.035719368,0.999703704,1.265777778,0.943981804,1.026816831,0.946295375,0.905768274,0.854419411,0.903812825,1.093354205,1.004553864,0.890074074,1.215407407,0.937378481,0.912726072,0.891844853,0.952013923,0.93847487,1.044194107,0.872918742,0.900668849,0.847407407,0.976592593,0.05306717,0.000536088,1.073214451,0.978448407,0.92742199
P39019,RPS19,40S ribosomal protein S19 OS=Homo sapiens RPS19 PE=1 SV=2,10,0.99172569,0.942609386,1.066157319,0.96683452,1.106219042,1.008805724,1.009039858,0.91635849,1.033766234,1.009208973,0.966439399,1,0.881403021,0.942872026,0.903137039,1.001100715,0.96899968,0.918504314,1.001652893,1.337898465,1.061428477,0.883034355,0.928286161,0.990797013,0.966428178,1.073747936,0.969958453,1.033009177,0.916174734,1.018181818,0.775099495,0.443023986,1.005072524,0.992200755,0.98410463
P15880,RPS2,40S ribosomal protein S2 OS=Homo sapiens RPS2 PE=1 SV=2,10,1.02231117,1.007189979,1.083575347,0.988921157,1.171695008,1.01349424,0.978856782,1.025157406,1.1911675,0.929852385,0.974205026,0.992365281,0.883725933,0.939012585,1.051234229,1.085024685,0.959885623,0.999972506,0.972550933,0.635354398,0.948854792,0.895189386,0.957728299,0.928256427,0.903346133,1.030828305,0.92562756,1.048857606,1.00792973,1.022081249,0.067236749,0.031271298,1.041222097,0.94933312,0.966869949
P60866-2,RPS20,Isoform 2 of 40S ribosomal protein S20 OS=Homo sapiens RPS20,10,0.998261625,1.002317833,1.141009056,1.099611902,0.94255112,1.349561831,1.064773963,1.004284161,0.864321608,1.101220388,0.975662755,1.062291757,1.042690815,0.895213454,1.010710808,1.113924051,0.997250464,0.907219132,0.781048098,0.48241206,1.035491815,0.920179632,1.1461837,1.135834411,0.909444985,1.010710808,0.981776328,1.07487691,0.849964106,1.147164393,0.084928907,0.513654984,1.056791349,0.926842339,1.021162709
P63220,RPS21,40S ribosomal protein S21 OS=Homo sapiens RPS21 PE=1 SV=1,10,1.01260274,1.016986301,1.071700727,0.91444406,1.075383589,1.048032021,1.138124815,0.994380361,0.928060264,0.967984934,1.018812785,1.000547945,0.954624177,0.850017319,0.96197465,0.958639093,1.02484472,0.905649216,0.924293785,1.01393597,1.15652968,0.927853881,0.896432283,0.913058538,0.991327552,0.998665777,1.044957113,1.132209406,1.010922787,1.024482109,0.065592262,0.841305518,1.016769981,0.961333966,1.009643913
P62266,RPS23,40S ribosomal protein S23 OS=Homo sapiens RPS23 PE=1 SV=3,10,0.944950022,1.10696703,1.108676599,1.035056968,1.848275862,0.965517241,1.001746555,1.13603726,0.929555896,0.950995406,0.976577652,1.010890646,1.036809816,0.953549518,1.572413793,0.717241379,1.022511159,0.948379585,1.139356815,1.12863706,0.90765329,0.956586603,1.093777388,1.062226117,1.434482759,1.489655172,0.993790025,1.058024452,1.02143951,1.012251149,0.641920096,0.99844068,1.102777884,1.050636742,1.102988646
P62847-4,RPS24,Isoform 4 of 40S ribosomal protein S24 OS=Homo sapiens RPS24,10,1.101345486,1.008897569,1.077087034,0.881705151,1.07839196,0.916582915,1.025354377,1.041721467,0.962686567,0.968656716,1.01953125,0.978298611,0.872468917,0.927175844,0.890452261,0.955778894,1.015124945,0.975887769,0.756716418,0.725373134,1.054470486,0.843532986,0.876021314,0.893072824,0.978894472,1.023115578,0.886818647,1.083516002,0.732835821,0.971641791,0.028316268,0.097346571,1.006242924,0.911680804,0.934391992
P62851,RPS25,40S ribosomal protein S25 OS=Homo sapiens RPS25 PE=1 SV=1,10,1.074516262,1.119527926,0.979700499,1.113477537,1.239160839,0.937062937,0.990110838,0.847547621,1.068996416,1.018817204,0.953204336,0.916152052,0.834608985,0.983693844,1.029370629,1.172027972,1.038162873,1.09338289,0.842293907,0.845878136,1.061891039,0.79950597,1.065557404,0.914475874,0.837762238,1.099300699,0.931041349,1.103603903,0.758064516,1.005376344,0.190751954,0.144775249,1.038891808,0.970877562,0.957657933
P62854,RPS26,40S ribosomal protein S26 OS=Homo sapiens RPS26 PE=1 SV=3,10,1.094879326,1.052739114,1.099033816,0.90821256,0.887788779,0.99009901,0.994049587,1.057520661,1.236036036,1.077477477,0.907419231,0.98020687,0.939613527,0.898550725,0.897689769,0.871287129,0.970578512,0.912066116,0.821621622,0.688288288,1.054271485,0.846635168,0.983091787,0.927536232,0.904290429,0.904290429,1.032066116,1.155041322,1.236036036,1.308108108,0.001905568,0.937321596,1.039783637,0.888732179,1.035136711
P42677,RPS27,40S ribosomal protein S27 OS=Homo sapiens RPS27 PE=1 SV=3,10,1.010109098,0.972074867,1.067641682,0.808043876,1.215348473,0.916209867,1.109570957,1.023762376,0.9504,0.8384,1.006906216,1.034330898,0.910420475,0.943327239,0.875489428,0.938136257,1.089108911,0.955115512,0.8256,0.5952,0.970473426,0.749274347,0.903107861,0.822669104,0.886452623,1.066562255,1.056765677,1.087788779,0.9408,0.8736,0.220221087,0.30429227,0.99115612,0.917363494,0.935749407
H0YMV8,RPS27L,40S ribosomal protein S27 OS=Homo sapiens RPS27L PE=1 SV=1,10,0.945418622,1.025191405,1.002375297,0.771971496,1.215348473,0.916209867,1.091008174,0.867211626,0.966666667,0.8,1.006174364,1.000987898,0.857482185,0.914489311,0.875489428,0.938136257,1.00417802,0.949682107,0.774074074,0.459259259,0.89009632,0.766609039,0.926365796,0.847980998,0.886452623,1.066562255,0.962034514,0.995458674,0.874074074,1.011111111,0.236133916,0.468374817,0.960140163,0.87799529,0.92267454
P62857,RPS28,40S ribosomal protein S28 OS=Homo sapiens RPS28 PE=1 SV=1,10,0.96425692,0.967750605,1.086092715,1.006622517,1.132807762,1.046694967,1.041133878,1.05499923,1.030133146,1.150665732,0.915076592,1.019080892,0.976821192,0.915562914,1.009096422,1.053972104,1.035279618,1.008473271,0.843728101,1.57813595,1.039505509,0.917495297,0.956953642,0.990066225,1.258944815,1.19223772,1.020489909,1.081189339,0.826909601,1.090399439,0.852354471,0.81378468,1.048115747,1.035522706,1.03741915
P23396,RPS3,40S ribosomal protein S3 OS=Homo sapiens RPS3 PE=1 SV=2,10,0.979355048,0.98013288,1.061811362,1.012112214,1.106720276,0.993222286,1.062646951,0.977010293,1.025845383,0.935898896,0.958418409,0.965094798,0.951316715,0.943971243,1.007466973,1.069500287,0.993834579,0.991169863,1.016736878,0.79585563,0.910776211,0.865337871,0.933812612,0.970696257,0.967489948,1.061688685,0.954229584,1.060974973,0.944551975,1.018103154,0.129997953,0.098592854,1.013475559,0.969336537,0.968766127
P61247,RPS3A,40S ribosomal protein S3a OS=Homo sapiens RPS3A PE=1 SV=2,10,1.045870366,1.017862562,1.105459747,1.009775093,1.25893348,1.150815466,1.019511982,1.010607185,1.160983003,0.953123308,1.003295036,1.018556254,0.944766749,0.984979735,0.929448415,1.030969397,1.008861146,0.979265791,1.082602577,0.891198441,1.004595708,0.909169738,0.98895335,0.942700469,1.002382261,1.166941543,0.982888821,1.08983369,0.925192162,1.045577568,0.021879711,0.096897291,1.073294219,0.987394354,1.005823531
P62701,RPS4X,"40S ribosomal protein S4, X isoform OS=Homo sapiens RPS4X PE=1 SV=2",10,1.013067326,1.082921058,1.128446854,0.991986802,1.151919192,1.105858586,0.984376449,1.102828002,1.022909346,1.097399859,0.889546139,0.929124543,0.913033231,0.982088145,0.961616162,1.137373737,0.95132128,1.006583217,1.006324666,0.7018974,1.013658851,0.957463971,0.930002357,1.049493283,1.011313131,1.089292929,0.985489105,1.060083449,0.806184118,0.964160225,0.007207029,0.019383656,1.068171347,0.947890852,0.986714142
P22090,RPS4Y1,"40S ribosomal protein S4, Y isoform 1 OS=Homo sapiens RPS4Y1 PE=1 SV=2",9,0.312443233,0.586739328,0.64516129,1.442815249,1.288135593,0.43220339,0.991785952,1.103762759,1.008420344,1.143819468,1.498637602,1.934604905,1.542521994,0.82111437,,0.43220339,0.964365525,1.027299632,0.986864264,0.656113169,0.966394187,0.281562216,0.832844575,0.609970674,1.144067797,0.923728814,1.000120795,1.06915504,0.734253958,0.95048838,0.321431369,0.76251577,0.895528661,1.095969428,0.851258644
P46782,RPS5,40S ribosomal protein S5 OS=Homo sapiens RPS5 PE=1 SV=4,10,1.050792424,1.040123695,1.070113592,1.082647865,1.020084567,0.984672304,1.04378103,1.037075247,1.041975309,0.976131687,0.99389254,1.092075763,1.034077556,1.062279671,0.996300211,1.048097252,1.013347089,0.947707783,0.897942387,0.553909465,0.805411674,0.928024739,1.059146103,0.915785351,0.947674419,1.079809725,0.981494616,1.079115352,0.991769547,1.07654321,0.17429902,0.130651559,1.034739772,0.963962972,0.986477474
M0R0R2,RPS5,40S ribosomal protein S5 OS=Homo sapiens RPS5 PE=1 SV=1,10,1.041548093,1.035206114,1.070113592,1.082647865,1.020084567,0.984672304,1.04378103,1.037075247,1.026907808,0.954565505,1.000081307,1.094560533,1.034077556,1.062279671,0.996300211,1.048097252,1.013347089,0.947707783,0.891045434,0.543449493,0.790958615,0.92804293,1.059146103,0.915785351,0.947674419,1.079809725,0.981494616,1.079115352,1.01102779,1.072783414,0.212372822,0.193272252,1.029660213,0.963094633,0.986583831
P62753,RPS6,40S ribosomal protein S6 OS=Homo sapiens RPS6 PE=1 SV=1,10,0.953239906,0.795615374,0.985491671,0.862976894,1.181257707,0.956843403,0.847394685,1.176511547,0.974358974,1.013919414,0.920216456,1.037602331,0.990865126,1.056958624,0.934648582,0.739827374,1.013577811,0.714401764,1.046886447,1.075457875,0.998473706,1.075898432,1.047286405,0.954862977,1.122893547,0.934648582,1.049321109,1.018683997,0.922344322,0.948717949,0.709938631,0.484193067,0.974760957,0.953044239,1.007313103
Q15418-2,RPS6KA1,Isoform 2 of Ribosomal protein S6 kinase alpha-1 OS=Homo sapiens RPS6KA1,8,0.967247387,1.088501742,1.257575758,0.818181818,,,0.963460593,0.876618057,0.553719008,0.826446281,1.265505226,0.992334495,0.757575758,1.151515152,,,0.984761593,1.236113387,0.851239669,0.752066116,0.90174216,1.110801394,0.621212121,1.212121212,,,0.804522366,0.911682779,0.801652893,0.851239669,0.450469727,0.864581205,0.91896883,0.998888924,0.901871824
F2Z2J1,RPS6KA2,Ribosomal protein S6 kinase OS=Homo sapiens RPS6KA2 PE=1 SV=1,10,0.823524219,0.850844091,0.917523734,0.970530063,0.860316392,0.896443397,0.851297125,0.874845187,0.905574762,0.813742437,1.135253227,1.14531612,0.978837025,0.886867089,1.103332211,1.012678111,1.004243935,1.04648513,0.967156439,0.738115817,1.034403619,0.924771047,0.813488924,0.969541139,0.908111747,0.86502861,0.829004079,0.898855624,0.924805532,0.857821953,0.00740281,0.324066932,0.876464141,1.00182851,0.902583227
P51812,RPS6KA3,Ribosomal protein S6 kinase alpha-3 OS=Homo sapiens RPS6KA3 PE=1 SV=1,10,0.986986301,0.969006849,0.915242652,0.960355434,1.023328149,1.01088647,1.005978883,1.00012721,0.898645493,0.878094348,1.048116438,1.033390411,0.891319207,0.913192071,1.166407465,1.088646967,0.962727388,0.946698893,0.921999066,0.591312471,0.992979452,0.984246575,0.868079289,0.91797676,0.98911353,0.855365474,0.992240173,0.965780435,0.961233069,0.918262494,0.871333668,0.387603633,0.964865179,0.956381038,0.944527725
O75676,RPS6KA4,Ribosomal protein S6 kinase alpha-4 OS=Homo sapiens RPS6KA4 PE=1 SV=1,10,0.777003484,1.012775842,1.147286822,0.837209302,1.183520599,1.25093633,1.053158522,0.937306317,1.157894737,1.172932331,1.1242741,0.923344948,0.604651163,1.062015504,1.116104869,1.018726592,0.986412396,0.898212157,1.112781955,0.721804511,1.080139373,0.950058072,1.031007752,0.705426357,0.711610487,1.063670412,1.006912992,0.97306317,1.127819549,1.052631579,0.215717911,0.243010929,1.053002429,0.956832819,0.970233974
A0A0A0MQV2,RPS6KA5,Ribosomal protein S6 kinase alpha-5 OS=Homo sapiens RPS6KA5 PE=1 SV=1,10,0.497702246,0.943726697,0.816553116,0.695937421,0.703222703,0.862914863,0.826357034,0.860474006,0.954796031,0.747519294,1.256047863,1.05714038,0.80999243,0.750946253,1.259259259,1.345839346,0.995603976,1.054759174,1.413450937,0.831312018,0.759039279,0.771872019,0.765076962,1.075952561,0.841750842,0.971620972,0.951548165,1.059537462,1.178610805,0.899669239,0.003658006,0.044297562,0.790920341,1.077435163,0.927467831
P23443,RPS6KB1,Ribosomal protein S6 kinase beta-1 OS=Homo sapiens RPS6KB1 PE=1 SV=2,9,1.068884997,1.113251605,1.051051051,0.843843844,1.482758621,,0.944889308,1.046632124,1.133858268,0.874015748,0.978984238,1.026853473,0.891891892,1.138138138,1.448275862,1.172413793,1.000157011,1.037839535,0.929133858,0.417322835,0.845300642,1.025685931,1.087087087,1.165165165,1.620689655,1.206896552,0.953995918,1.043491914,0.992125984,1.141732283,0.588198046,0.621539066,1.06213173,1.004101064,1.108217113
Q96S38,RPS6KC1,Ribosomal protein S6 kinase delta-1 OS=Homo sapiens RPS6KC1 PE=1 SV=2,10,1.055767355,1.017998049,1.015873016,1.003450656,1.005217391,1.053913043,1.089779938,0.955042527,0.816,0.842666667,0.972958596,0.994591719,1.026915114,0.952380952,0.737391304,1.043478261,1.017685973,1.109221007,0.856,0.642666667,1.056299317,0.861423885,0.955141477,1.035196687,0.984347826,0.907826087,1.029566626,0.97691373,0.773333333,0.810666667,0.368233089,0.283336752,0.985570864,0.935328959,0.939071564
P62081,RPS7,40S ribosomal protein S7 OS=Homo sapiens RPS7 PE=1 SV=1,10,1.029972327,1.022566941,1.038050734,0.941255007,1.087739686,0.998837885,1.030240902,0.947916256,1.044377116,1.013723044,0.957711346,1.021241766,0.902536716,0.948931909,0.905868681,0.974433469,1.006032409,0.949729922,0.911780431,1.238281946,1.00136415,0.787465409,0.922897196,0.979973298,0.931435212,0.963393376,0.964870086,1.084572014,0.911067546,0.983068972,0.33536266,0.037329762,1.01546799,0.98165486,0.953010726
P62241,RPS8,40S ribosomal protein S8 OS=Homo sapiens RPS8 PE=1 SV=2,10,1.188943089,1.008130081,1.084828215,1.046518699,1.148954332,1.107127614,0.996093155,1.116951646,1.072388831,1.085832472,0.868162602,1.100617886,1.014290058,1.055640012,0.705932565,0.788732394,1.034248313,0.863361916,0.621509824,1.162357808,1.07603252,0.930471545,0.980237154,1.00881727,1.014084507,1.088348271,0.852503932,1.127302248,0.913133402,1.022750776,0.013310224,0.019449712,1.085576814,0.921485338,1.001368163
P46781,RPS9,40S ribosomal protein S9 OS=Homo sapiens RPS9 PE=1 SV=3,10,0.977125593,0.983815278,1.301494287,1.046000586,1.144047619,1.064285714,0.868717611,1.099448877,0.97351643,1.252574792,0.880664653,0.87731981,1.109288016,1.024904776,0.811309524,1.025,1.01867237,0.941350662,0.839627268,0.998038254,1.081247303,0.860056107,1.027248755,1.186053326,1.076190476,1.157142857,0.870856297,1.10224562,0.882295243,0.995586072,0.035626212,0.414172082,1.071102679,0.952617533,1.023892205
A0A0C4DG17,RPSA,40S ribosomal protein SA OS=Homo sapiens RPSA PE=4 SV=1,10,0.974908201,0.988066095,1.021159748,0.955257632,1.022452504,1.093839954,1.000441631,1.014083125,1.000952251,0.942456809,0.958996328,0.983170135,0.876433533,0.873526086,0.950489349,0.998272884,0.961774376,1.000245351,0.981635152,1.073323357,1.045287638,0.921817625,0.881602326,0.929736715,0.8791019,0.928036845,0.956769223,1.033318612,0.946809958,1.019725207,0.137628655,0.056573323,1.001361795,0.965786655,0.954220605
Q8N122,RPTOR,Regulatory-associated protein of mTOR OS=Homo sapiens RPTOR PE=1 SV=1,10,1.095906297,0.992693958,0.870588235,0.88723099,1.036537779,1.035118836,1.002143758,0.990542245,0.983102919,1.150025602,0.996404963,1.034210831,0.83615495,0.861406026,0.900319262,0.960624335,0.908827238,0.93480454,0.889912954,0.509984639,1.087788473,0.971123739,0.948063128,0.880344333,0.833628946,1.030862008,1.002143758,1.066960908,1.004608295,1.10906298,0.034139308,0.780313246,1.004389062,0.883264974,0.993458657
Q8IZ73,RPUSD2,RNA pseudouridylate synthase domain-containing protein 2 OS=Homo sapiens RPUSD2 PE=1 SV=2,8,,,0.838709677,0.986175115,0.930747922,1.074792244,0.780392157,0.949019608,0.960244648,0.868501529,,,1.124423963,1.170506912,1.130193906,1.235457064,0.882352941,1.137254902,0.825688073,0.177370031,,,1.253456221,1.253456221,0.692520776,1.484764543,1.094117647,1.062745098,0.874617737,0.948012232,0.776112411,0.111717353,0.923572863,0.960405974,1.082961309
Q92600,RQCD1,Cell differentiation protein RCD1 homolog OS=Homo sapiens RQCD1 PE=1 SV=1,10,0.990381426,1.150248756,0.905555556,0.948611111,0.953229399,0.995545657,1.026950925,1.037007241,1.211498973,0.997946612,0.942620232,1.050746269,1.027777778,0.936111111,0.971046771,0.968819599,1.002011263,1.006436042,1.084188912,0.76386037,0.874958541,1.000331675,0.988888889,0.951388889,0.781737194,0.890868597,0.903861625,1.012872084,0.858316222,0.81724846,0.268030717,0.008768223,1.021697566,0.975361835,0.908047217
Q7L523,RRAGA,Ras-related GTP-binding protein A OS=Homo sapiens RRAGA PE=1 SV=1,10,0.97844975,0.910036259,1.141242938,1.100564972,1.067142857,0.931428571,0.992361396,0.938480493,0.75106383,0.755319149,1.076691524,1.052746802,1.073446328,1.179661017,1.267142857,1.018571429,0.983983573,1.047063655,1.019148936,0.544680851,0.77580899,1.034548813,1.035028249,0.944632768,0.79,0.944285714,0.969199179,0.944887064,0.955319149,0.787234043,0.350503034,0.467040956,0.956609022,1.026313697,0.918094397
Q9HB90,RRAGC,Ras-related GTP-binding protein C OS=Homo sapiens RRAGC PE=1 SV=1,10,1.005273834,0.90350623,1.020733652,1.156299841,0.941787942,0.871101871,0.958389905,0.824934111,0.985472155,0.910411622,1.152361634,1.075862069,1.11323764,1.181818182,1.043659044,1.133056133,0.981870458,1.101030269,1.050847458,0.792574657,0.965749058,0.933642422,0.926634769,0.990430622,0.904365904,0.964656965,0.905199265,0.94489258,1.13236481,1.014527845,0.034206898,0.776185181,0.957791116,1.062631754,0.968246424
Q9NQL2,RRAGD,Ras-related GTP-binding protein D OS=Homo sapiens RRAGD PE=1 SV=1,10,1.188078109,0.953751285,0.972642189,1.008639309,0.953004164,1.057108864,0.992212166,0.778783414,0.926635823,0.82881692,1.118191161,1.214799589,0.862491001,1.046796256,0.985722784,1.11600238,0.880656704,0.848242475,1.04031725,0.741573034,1.003083248,1.0668037,0.974082073,0.937365011,0.94943486,1.08328376,0.833929699,1.041043991,1.012557832,1.045604759,0.745094067,0.511302463,0.965967224,0.985479263,0.994718893
P10301,RRAS,Ras-related protein R-Ras OS=Homo sapiens RRAS PE=1 SV=1,10,0.843517139,0.957206728,1.074558385,1.161275522,1.005332585,0.96435588,0.953778652,1.024283229,0.847701149,0.982758621,1.186076219,1.030657867,1.094287681,1.008488185,1.216390682,1.122088128,0.944549512,0.940918375,1.037356322,0.82183908,1.009580583,0.934000426,1.034640973,0.981876577,1.263541959,0.924501824,0.936379454,0.842423784,1.002873563,0.813218391,0.241150922,0.886328765,0.981476789,1.040265205,0.974303753
P62070-4,RRAS2,Isoform 4 of Ras-related protein R-Ras2 OS=Homo sapiens RRAS2,10,0.951791005,0.927731394,1.07643814,1.000788022,1.03500473,0.993377483,0.943464605,1.026093259,0.916359811,0.928984745,1.002244367,1.081425622,0.981875493,0.975571316,1.19205298,1.016083254,0.985745349,0.960376903,1.108890058,0.618621778,0.98788042,0.892180627,0.972419228,1.044917258,0.847682119,0.896877956,0.958685673,0.934525248,0.942661757,0.854287217,0.810641128,0.088766896,0.980003319,0.992288712,0.93321175
Q9P2E9,RRBP1,Ribosome-binding protein 1 OS=Homo sapiens RRBP1 PE=1 SV=4,10,0.858562893,1.115846243,0.845256855,0.881027419,1.01466636,1.005298318,0.986192661,0.808256881,0.925395756,1.160828562,0.985036747,0.946897196,0.985502679,0.795146549,1.329186823,1.163633571,0.969908257,1.211743119,1.205624789,1.081172112,0.911401329,0.932515554,0.857548062,0.902458241,0.903017738,1.025570145,0.833440367,0.948211009,0.943920512,0.90956551,0.104346031,0.300572909,0.960133195,1.067385184,0.916764847
P23921,RRM1,Ribonucleoside-diphosphate reductase large subunit OS=Homo sapiens RRM1 PE=1 SV=1,10,1.085972851,1.022624434,1.585585586,1.45045045,1.025460931,1.144863916,1.046585495,0.980412917,1.184549356,0.969957082,1.034690799,1.125188537,1.432432432,1.18018018,0.886742757,0.837576822,0.919004764,0.876654314,0.360515021,0.798283262,1.095022624,0.790346908,1.054054054,0.936936937,0.962247586,1.055311677,0.943885654,1.106405506,0.978540773,0.892703863,0.081538906,0.032910054,1.149646302,0.945126889,0.981545558
Q7LG56-6,RRM2B,Isoform 6 of Ribonucleoside-diphosphate reductase subunit M2 B OS=Homo sapiens RRM2B,10,0.982138049,1.059330401,1.042105263,1.037719298,1.052734375,0.974609375,1.074406671,0.943981185,0.897378277,1.03670412,1.048918409,1.019836639,0.754385965,0.86754386,1.102539063,1.301757813,1.019456917,1.031858029,1.246441948,0.651685393,0.796337851,1.034198007,0.878947368,0.983333333,0.908203125,1.034179688,0.917040838,1.042548642,0.774531835,1.012734082,0.932800141,0.06317595,1.010110701,1.004442403,0.938205477
P56182,RRP1,Ribosomal RNA processing protein 1 homolog A OS=Homo sapiens RRP1 PE=1 SV=1,10,0.93442623,0.829039813,0.976,1.248,0.921914358,1.062972292,0.72909699,0.923076923,1.015673981,0.877742947,1.288056206,1.159250585,0.984,0.744,0.906801008,0.685138539,1.021181717,0.900780379,0.677115987,0.796238245,1.1264637,0.950819672,0.96,0.736,0.886649874,1.098236776,0.929765886,0.949832776,1.222570533,0.789968652,0.653306732,0.840457281,0.951794353,0.916256267,0.965030787
Q5JTH9,RRP12,RRP12-like protein OS=Homo sapiens RRP12 PE=1 SV=2,10,0.793220339,1.106214689,1.000923361,0.962142198,1.24,1.138461538,1.12,1.042352941,0.853448276,1.189655172,1.039548023,1.228248588,0.81255771,0.949215143,1.184615385,1.276923077,1.152941176,0.964705882,0.745689655,0.146551724,1.015819209,0.918644068,0.827331487,0.609418283,0.88,1.36,0.727058824,0.929411765,1.064655172,1.073275862,0.419972119,0.208487976,1.044641851,0.950099636,0.940561467
Q96EU6,RRP36,Ribosomal RNA processing protein 36 homolog OS=Homo sapiens RRP36 PE=1 SV=1,9,1.079513564,0.995322732,0.974789916,1.327731092,0.821917808,0.931506849,0.783933518,0.850415512,1.552631579,0.868421053,1.165575304,1.118802619,0.932773109,1.058823529,0.767123288,0.98630137,0.961218837,0.952908587,1.144736842,,1.244153414,0.808231993,1.142857143,0.680672269,0.858447489,1.141552511,1.119113573,1.301939058,1.026315789,1.013157895,0.923995426,0.881764914,1.018618362,1.009807054,1.033644113
O43818,RRP9,U3 small nucleolar RNA-interacting protein 2 OS=Homo sapiens RRP9 PE=1 SV=1,10,1.002949853,1.103244838,1.421052632,0.973684211,1.007092199,0.609929078,0.950086059,0.981067126,1.337620579,0.720257235,0.938053097,0.967551622,1.236842105,1.736842105,0.539007092,0.510638298,0.941480207,1.043889845,1.112540193,1.138263666,0.696165192,0.743362832,1.342105263,1.421052632,0.992907801,0.865248227,0.893287435,0.920826162,1.324758842,0.881028939,0.965974395,0.981672461,1.010698381,1.016510823,1.008074333
Q96T23,RSF1,Remodeling and spacing factor 1 OS=Homo sapiens RSF1 PE=1 SV=2,8,0.88896062,1.326339574,,,0.824817518,0.759124088,1.018518519,0.937321937,0.787610619,1.07079646,1.122014203,0.986442866,,,1.178832117,1.167883212,1.01994302,1.037037037,1.008849558,0.938053097,0.879599742,0.940929632,,,0.886861314,0.912408759,1.096866097,1.190883191,0.920353982,0.938053097,0.169279432,0.807778482,0.951686167,1.057381889,0.970744477
O76021,RSL1D1,Ribosomal L1 domain-containing protein 1 OS=Homo sapiens RSL1D1 PE=1 SV=3,10,1.07028453,1.023051316,1.184453648,0.760114686,1.155462185,0.993697479,0.85254491,0.965943114,0.735733099,0.825285338,1.085987061,1.022297594,1.047467346,0.986938515,1.094537815,1.105042017,0.977170659,0.950224551,0.992098332,0.814749781,1.087996985,0.972677596,0.928321121,0.927683976,1.054621849,1.140756303,0.902694611,1.030314371,0.914837577,0.855136084,0.383103109,0.673355869,0.95665703,1.007651367,0.981504047
Q96DX4,RSPRY1,RING finger and SPRY domain-containing protein 1 OS=Homo sapiens RSPRY1 PE=1 SV=1,8,0.936329588,0.711610487,1.147147147,1.177177177,0.949494949,0.545454545,1.265200517,1.161707633,,,0.561797753,0.666666667,0.900900901,1.417417417,0.98989899,0.949494949,1.081500647,1.130659767,,,0.913857678,0.838951311,1.159159159,0.954954955,1.656565657,0.888888889,1.247089263,1.169469599,,,0.853400636,0.385419579,0.986765256,0.962292136,1.103617064
Q7L4I2,RSRC2,Arginine/serine-rich coiled-coil protein 2 OS=Homo sapiens RSRC2 PE=1 SV=1,8,1.050408719,0.908719346,,,0.915492958,0.746478873,0.815511163,0.910301606,1.223529412,1.239215686,0.844686649,0.797002725,,,0.920187793,0.892018779,0.966705836,0.908734822,1.262745098,0.376470588,0.871934605,0.95640327,,,1.169014085,0.901408451,1.025460243,1.075597336,1.364705882,1.019607843,0.343760798,0.412605892,0.97620722,0.871069036,1.048016464
